compactness,circularity,distance_circularity,radius_ratio,pr.axis_aspect_ratio,max.length_aspect_ratio,scatter_ratio,elongatedness,pr.axis_rectangularity,max.length_rectangularity,scaled_variance,scaled_variance.1,scaled_radius_of_gyration,scaled_radius_of_gyration.1,skewness_about,skewness_about.1,skewness_about.2,hollows_ratio
0.6828176903760732,0.5252752302918631,1.420042501781706,0.8230523403820985,0.14852541493590302,0.2813367547902082,0.9828879333424267,-1.0382024841873758,0.9486107801143976,0.2820940018184051,1.043013692485886,0.9437335542771422,0.7722295904206692,0.06815965444464858,0.338043878339339,-0.9805333731931871,-0.15694442137748993,0.17887293508785843
-0.5521057897142105,0.20041424105331768,-0.24480094463597238,-0.5571644278413863,0.14852541493590302,0.48750235863872593,-0.2441105406867879,0.23940375345327952,-0.20606526309601123,0.8337633547539836,-0.5768459423657012,-0.39182433499201186,0.06590763405548092,0.06815965444464858,-0.27062238459852905,-0.4217514228376097,-0.6466110160752631,-0.2290828817791913
0.9298023863941299,0.20041424105331768,1.4840749420285397,0.793047628029414,-0.09933471268498813,0.2813367547902082,0.8931075571939476,-0.9104418604233103,0.9486107801143976,0.14417666358451048,0.7889180634895585,0.7972166550324249,0.6493909893136799,-0.8603625842474096,0.13515512402671634,2.819183889224739,0.49594437155287413,1.266755113399991
1.1767870824121867,0.6877057249111358,1.6121398225222072,0.3129722303864628,-0.9668451593581071,0.6936679624872436,1.192375477688878,-1.1659631079514414,1.3335027945178672,0.7648046856370363,0.8206800171140994,1.1691441684997843,0.2808751859927121,-0.8603625842474096,-1.0821774018490198,-0.08648225262426326,0.33272217332028314,0.5868287519549081
1.7942488224573285,1.4998581980074994,1.3560100615348722,1.3031277380250497,0.39638554255679415,0.48750235863872593,1.192375477688878,-1.1659631079514414,1.3335027945178672,0.9716806929878782,1.2653473678576723,1.1916852299220484,2.031325251767309,-0.19713241375308235,0.5409326326519617,-1.427558933477649,0.0062777768551010825,0.17887293508785843
-0.9225828337412957,-1.261460210520137,-1.3973848690789805,-1.607329360185342,-0.9668451593581071,-0.7494912644523803,-1.4711090147160026,1.9002918623861316,-1.36074130630642,-1.0970793805205412,-1.497942597477388,-1.282196261171448,-1.377445928951643,-0.06448637965421687,-0.8792886475363971,-0.5335078129087252,-0.483388817842672,-0.7730239709352577
-1.416552225777409,-1.0990297159008642,-1.845611950806817,-1.3072822366584975,-0.34719484030587927,-0.7494912644523803,-1.0521339260231,1.2614887435658038,-0.9758492919029504,-1.3729140569883305,-1.1485611076074378,-1.0004329933931453,-0.8553818742469386,1.9252041318287652,-1.2850661561616423,-1.427558933477649,-1.9523886019359913,-1.7249208769583737
0.8063100383851016,1.0125667141496812,1.740204703015875,1.663184286257263,0.6442456701776853,0.07517115094169048,1.4617166061343154,-1.4214843554795724,1.3335027945178672,0.9716806929878782,1.5829669041030816,1.5072600898337474,0.9871971423579003,-0.06448637965421687,-0.06773363028590636,0.5840560878024296,0.0062777768551010825,0.45084347966589156
-0.1816287456871254,-0.2868772428045005,-0.7570604666106426,-1.337286949011182,-1.2147052869789983,-0.5433256606038627,-0.8725731737261417,1.0059674960376728,-0.9758492919029504,-0.2695753511171734,-0.7674176641129468,-0.8708218902151262,-0.05693096705150834,0.8640358590378414,-0.4735111389111517,0.36054330766019865,-0.973055412540445,-1.4529503323803405
-0.30512109369615376,0.20041424105331768,-0.43689826537647375,0.4930005045025695,1.6356861806612497,-0.33716005675534494,-0.4236712929837461,0.11164312968921399,-0.5909572774994808,-0.06269934376633146,-0.3227503133693738,-0.4200006617698421,0.5572620384834379,-0.06448637965421687,0.338043878339339,-0.5335078129087252,0.49594437155287413,0.45084347966589156
