compactness,circularity,distance_circularity,radius_ratio,pr.axis_aspect_ratio,max.length_aspect_ratio,scatter_ratio,elongatedness,pr.axis_rectangularity,max.length_rectangularity,scaled_variance,scaled_variance.1,scaled_radius_of_gyration,scaled_radius_of_gyration.1,skewness_about,skewness_about.1,skewness_about.2,hollows_ratio
0.16323062523943094,0.5204078791845898,0.060668720644220936,0.26497016722284417,1.2832543002423809,0.29972079792410755,-0.19851728941155264,0.1296479910786812,-0.21715096986125326,0.7663115180742839,-0.39739727327371804,-0.3390138832064652,0.3016763442411537,-0.32119221729976016,-0.07152327567309948,0.37128715894825626,-0.32180870182494875,0.17183707941819365
-0.32287376420986447,-0.6191231867790511,0.12406675391382481,-0.8363933259691366,-0.5992533614267923,0.08578488158319487,-0.5917199190574867,0.5143334536588563,-0.6060138299872414,-0.33746217554882474,-0.590034051473976,-0.6187540560656547,-0.5029715503417485,-0.05350459796126186,0.5384252186160248,0.14710857727359433,0.003400091939727927,0.4423182905837138
1.2569655015003456,0.8459881837456299,1.51882348584511,1.1877341750323416,0.5302512355747115,0.29972079792410755,1.1625687362859112,-1.1526368841885692,0.9494376105167112,0.6973256622228396,1.1115908226283029,1.1224857954048104,1.4158041982790182,0.08033921170798729,1.555006042431232,-0.41333787691306045,-0.15920430494261043,0.036596473835433574
-0.07982156948521678,-0.6191231867790511,-0.002729312625382931,-0.30059486982168654,0.15374970324087692,0.08578488158319487,-0.7429516996905381,0.6425619411855813,-0.6060138299872414,-0.33746217554882474,-0.911095348474406,-0.7386427015767358,-1.4623594246521316,-1.2580988849845043,-0.07152327567309948,-0.3012485860757295,1.6294440607631115,1.5242431352457944
-1.0520303483838076,-0.13075272993749076,-0.7635057118606293,1.0686678514440193,5.173770134358672,9.28502928424244,-0.5917199190574867,0.5143334536588563,-0.6060138299872414,-0.26847631969738045,1.689501157229077,-0.6472989716635311,0.4254683280231386,7.307904933847442,0.5384252186160248,-0.18915929523839853,-1.4600394800013172,-1.7215313987404472
0.4062828199640786,-0.2935428822180109,-0.5733116120518177,0.11613726273744138,0.40475072479676666,-0.5560228674395431,-0.4707344945510454,0.1296479910786812,-0.6060138299872414,-0.33746217554882474,-0.39739727327371804,-0.4417755793588205,-0.06969960710480114,-0.8565674559767568,1.3516898776681905,-1.3100522036117082,1.7920484576454498,1.1185213184975142
-0.44439986157218836,-0.2935428822180109,-1.0170978449390449,-0.36012803161584767,0.40475072479676666,0.08578488158319487,-0.9546761925768102,0.8990189162390314,-0.9948766901132295,-0.13050460799449187,-0.8468830890743201,-0.8984942289248441,-0.31728357466877105,-0.7227236463075076,-0.6814717699622238,-1.0858736219370462,0.6538176794690813,0.848040107331994
-0.9305042510214838,-1.7586542527426918,-1.2706899780174603,-0.8661599068662172,-0.09725131831501282,-0.34208695109863047,-1.4083715344759649,1.6683898413993816,-1.3837395502392176,-1.4412358691719334,-1.521111812775223,-1.2296152498602113,-1.9265793638345752,-1.1242550753152551,-0.8847879347252652,0.14710857727359433,1.7920484576454498,1.6594837408285543
-0.9305042510214838,-1.4330739481816517,-0.7635057118606293,-0.7768601641749755,-0.09725131831501282,0.08578488158319487,-1.0756616170832516,1.1554758912924814,-0.9948766901132295,-1.2342783016176007,-1.1358382563747071,-0.9841289757184736,-1.4623594246521316,-0.8565674559767568,-0.8847879347252652,-0.3012485860757295,0.8164220763514197,0.848040107331994
-0.44439986157218836,-1.7586542527426918,-1.0170978449390449,-0.9852262304545395,-0.8502543829826821,-0.5560228674395431,-1.3781251783493547,1.6683898413993816,-1.3837395502392176,-2.062108571834932,-1.296368904874922,-1.223906266740636,-1.740891388161598,-0.9904112656460059,-0.2748394404361409,1.4921800673215657,1.1416308701160964,0.848040107331994
-0.687452056296836,0.19482757462354947,-0.5099135787822139,0.05660410094328025,0.7812522571306013,-0.5560228674395431,-0.5009808506776557,0.25787647860540625,-0.6060138299872414,0.0074671037083967,-0.26897275447354607,-0.510283376793724,0.5492603118051236,-0.187348407630511,-0.2748394404361409,-0.18915929523839853,0.003400091939727927,-0.0986441317473265
-0.5659259589345123,-0.456333034498531,0.18746478718342868,-0.747093583277895,-0.4737528506488474,0.29972079792410755,-0.5009808506776557,0.38610496613213124,-0.6060138299872414,-0.26847631969738045,-0.49371566237384706,-0.5331193092720252,-0.4101275625052597,-0.05350459796126186,0.3351090538529834,0.035019286436263376,-0.32180870182494875,0.17183707941819365
